invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I102603,C175423,Female,68,Food & Beverage,4,31.73,Credit Card,21/10/2021,Istinye Park
I102604,C128337,Female,52,Souvenir,3,134.03,Credit Card,26/08/2022,Watergarden Istanbul
I102605,C101501,Male,55,Souvenir,1,138.45,Cash,05/03/2022,Emaar Square Mall
I102606,C132595,Male,18,Toys,2,208.28,Cash,17/05/2022,Forum Istanbul
I102607,C183548,Female,24,Toys,3,566.02,Credit Card,18/02/2022,Istinye Park
I102608,C188256,Female,44,Shoes,4,3459.2,Cash,18/08/2022,Forum Istanbul
I102609,C184346,Female,35,Toys,1,80.31,Credit Card,27/07/2022,Kanyon
I102610,C108686,Male,35,Cosmetics,5,549.86,Cash,08/08/2022,Zorlu Center
I102611,C103040,Female,51,Souvenir,4,168.98,Credit Card,25/12/2022,Forum Istanbul
I102612,C144246,Male,52,Shoes,3,1918.38,Credit Card,26/08/2022,Forum Istanbul
I102613,C180088,Male,54,Technology,1,4288.38,Debit Card,20/04/2021,Cevahir AVM
I102614,C102106,Male,40,Technology,2,2422.85,Debit Card,01/09/2021,Watergarden Istanbul
I102615,C124577,Female,52,Books,5,146.26,Cash,30/06/2022,Mall of Istanbul
I102616,C193495,Male,62,Clothing,3,1039.33,Credit Card,27/06/2021,Metrocity
I102617,C105079,Male,66,Shoes,2,1125.66,Cash,13/03/2022,Emaar Square Mall
I102618,C124194,Male,55,Technology,2,6795.45,Credit Card,07/01/2021,Metropol AVM
I102619,C188431,Female,25,Shoes,4,1622.84,Credit Card,26/05/2022,Istinye Park
I102620,C155570,Female,61,Technology,2,5084.11,Credit Card,23/06/2022,Metropol AVM
I102621,C144216,Female,28,Clothing,3,1008.48,Debit Card,08/04/2021,Forum Istanbul
I102622,C141249,Male,19,Toys,3,117.2,Debit Card,09/03/2021,Watergarden Istanbul
I102623,C136010,Male,35,Clothing,5,227.26,Cash,25/08/2022,Metrocity
I102624,C111515,Female,55,Clothing,1,195.47,Debit Card,14/02/2022,Metrocity
I102625,C142047,Female,21,Cosmetics,5,454.48,Debit Card,10/04/2021,Mall of Istanbul
I102626,C150204,Female,67,Clothing,4,1059.5,Credit Card,03/02/2021,Zorlu Center
I102627,C158968,Female,48,Books,2,127.83,Cash,25/08/2021,Cevahir AVM
I102628,C156410,Female,48,Cosmetics,1,194.95,Cash,09/06/2021,Metropol AVM
I102629,C163982,Male,54,Cosmetics,1,778.98,Debit Card,18/05/2022,Kanyon
I102630,C194220,Male,27,Shoes,1,3258.29,Credit Card,17/01/2022,Emaar Square Mall
I102631,C136834,Female,33,Clothing,1,546.09,Cash,03/11/2021,Kanyon
I102632,C186035,Male,69,Clothing,2,1329.06,Credit Card,05/05/2021,Kanyon
I102633,C164792,Male,34,Food & Beverage,2,51.95,Cash,26/08/2022,Forum Istanbul
I102634,C177287,Female,63,Toys,4,213.64,Cash,11/02/2022,Cevahir AVM
I102635,C121899,Female,55,Books,1,213.77,Credit Card,09/04/2021,Forum Istanbul
I102636,C165453,Male,33,Shoes,5,2546.23,Debit Card,16/02/2023,Emaar Square Mall
I102637,C178413,Female,52,Clothing,2,1471.23,Cash,22/03/2021,Watergarden Istanbul
I102638,C185293,Female,42,Clothing,1,859.79,Credit Card,12/02/2022,Mall of Istanbul
I102639,C119506,Female,69,Toys,5,299.86,Cash,14/10/2022,Kanyon
I102640,C108070,Female,54,Cosmetics,3,389.65,Credit Card,15/10/2022,Mall of Istanbul
I102641,C159048,Male,67,Clothing,3,788.85,Cash,26/01/2021,Metropol AVM
I102642,C157214,Female,23,Clothing,4,1468.0,Credit Card,15/05/2021,Emaar Square Mall
I102643,C169425,Male,67,Clothing,4,774.41,Credit Card,05/07/2022,Kanyon
I102644,C159402,Male,45,Souvenir,3,99.99,Credit Card,11/11/2021,Metrocity
I102645,C105842,Male,58,Shoes,5,1133.56,Credit Card,15/07/2021,Forum Istanbul
I102646,C160075,Male,42,Souvenir,2,218.41,Credit Card,15/12/2022,Emaar Square Mall
I102647,C189206,Female,40,Books,1,80.44,Debit Card,06/07/2022,Istinye Park
I102648,C118969,Male,29,Technology,1,1652.02,Cash,12/07/2021,Watergarden Istanbul
I102649,C154607,Male,54,Clothing,3,1165.27,Cash,31/10/2022,Metropol AVM
I102650,C130759,Female,52,Shoes,2,1384.6,Cash,05/02/2023,Kanyon
I102651,C152908,Male,40,Cosmetics,3,461.1,Credit Card,25/02/2022,Emaar Square Mall
I102652,C121951,Male,56,Clothing,4,343.84,Credit Card,26/04/2022,Istinye Park
I102653,C172123,Female,48,Cosmetics,4,716.5,Credit Card,27/11/2021,Watergarden Istanbul
I102654,C113858,Female,43,Technology,4,6354.03,Debit Card,21/06/2022,Metropol AVM
I102655,C127898,Male,57,Souvenir,5,201.57,Cash,05/08/2022,Zorlu Center
I102656,C119265,Female,38,Food & Beverage,3,53.85,Debit Card,19/01/2021,Watergarden Istanbul
I102657,C144017,Male,68,Cosmetics,1,313.02,Cash,10/11/2021,Mall of Istanbul
I102658,C189201,Female,44,Food & Beverage,1,62.95,Cash,19/04/2022,Mall of Istanbul
I102659,C179962,Male,43,Shoes,2,1678.89,Cash,25/02/2021,Emaar Square Mall
I102660,C107156,Male,27,Souvenir,2,150.23,Cash,09/01/2023,Metropol AVM
I102661,C177795,Male,53,Souvenir,4,15.06,Credit Card,15/05/2021,Cevahir AVM
I102662,C153272,Male,68,Shoes,5,3483.1,Credit Card,31/10/2022,Zorlu Center
I102663,C181972,Male,35,Shoes,5,1575.76,Debit Card,21/11/2022,Watergarden Istanbul
I102664,C199377,Male,54,Technology,1,2263.15,Debit Card,13/06/2022,Cevahir AVM
I102665,C186789,Male,18,Food & Beverage,5,106.77,Credit Card,20/01/2023,Forum Istanbul
I102666,C119230,Male,35,Toys,2,152.04,Debit Card,27/07/2021,Emaar Square Mall
I102667,C114398,Female,54,Technology,1,1534.51,Credit Card,24/07/2022,Forum Istanbul
I102668,C177903,Male,49,Shoes,1,366.56,Credit Card,04/06/2021,Cevahir AVM
I102669,C159701,Female,62,Cosmetics,3,302.4,Cash,07/06/2022,Mall of Istanbul
I102670,C170594,Male,30,Clothing,1,538.18,Credit Card,13/08/2022,Emaar Square Mall
I102671,C114092,Female,64,Clothing,2,906.9,Credit Card,31/07/2022,Istinye Park
I102672,C179995,Female,54,Clothing,4,294.59,Cash,04/12/2022,Istinye Park
I102673,C193037,Male,49,Cosmetics,5,729.85,Credit Card,12/11/2021,Cevahir AVM
I102674,C141044,Female,27,Toys,3,542.3,Credit Card,02/05/2021,Kanyon
I102675,C162421,Male,22,Shoes,4,1727.14,Debit Card,03/05/2022,Cevahir AVM
I102676,C117198,Male,33,Clothing,5,785.79,Cash,21/02/2023,Metrocity
I102677,C108884,Female,43,Books,3,231.18,Debit Card,22/05/2021,Cevahir AVM
I102678,C104550,Female,34,Books,1,35.01,Credit Card,17/05/2022,Metrocity
I102679,C129751,Male,59,Books,4,161.94,Cash,04/02/2021,Metropol AVM
I102680,C170008,Male,41,Souvenir,1,238.04,Cash,19/11/2021,Watergarden Istanbul
I102681,C142449,Male,52,Shoes,2,3207.06,Debit Card,19/02/2023,Mall of Istanbul
I102682,C166829,Female,26,Toys,2,290.08,Debit Card,21/05/2022,Emaar Square Mall
I102683,C119094,Male,53,Toys,4,434.35,Cash,23/06/2022,Mall of Istanbul
I102684,C119721,Male,62,Shoes,1,885.85,Debit Card,31/05/2022,Istinye Park
I102685,C179642,Male,22,Technology,4,6630.35,Debit Card,02/09/2021,Metrocity
I102686,C180386,Male,35,Clothing,1,588.99,Cash,30/08/2022,Metrocity
I102687,C120931,Male,24,Clothing,2,1270.33,Credit Card,02/03/2023,Metrocity
I102688,C105468,Male,47,Clothing,4,685.88,Debit Card,18/11/2022,Zorlu Center
I102689,C126647,Female,35,Souvenir,5,188.1,Credit Card,13/04/2022,Watergarden Istanbul
I102690,C169608,Female,39,Toys,3,205.64,Credit Card,16/12/2021,Emaar Square Mall
I102691,C104328,Female,68,Souvenir,4,224.49,Debit Card,13/01/2023,Forum Istanbul
I102692,C189369,Female,30,Books,1,120.86,Cash,09/08/2022,Mall of Istanbul
I102693,C187876,Female,66,Food & Beverage,4,154.59,Cash,03/09/2022,Cevahir AVM
I102694,C111025,Male,18,Food & Beverage,1,189.0,Cash,12/02/2022,Cevahir AVM
I102695,C182716,Male,30,Clothing,1,56.3,Credit Card,18/08/2022,Zorlu Center
I102696,C120060,Male,18,Souvenir,4,76.19,Cash,25/08/2022,Istinye Park
I102697,C113724,Female,20,Shoes,3,1071.35,Debit Card,31/01/2023,Cevahir AVM
I102698,C166944,Female,36,Toys,4,59.22,Debit Card,06/02/2021,Watergarden Istanbul
I102699,C171074,Female,57,Toys,2,481.34,Credit Card,11/03/2022,Istinye Park
I102700,C149707,Male,68,Souvenir,3,110.36,Debit Card,13/03/2021,Cevahir AVM
I102701,C129814,Male,61,Food & Beverage,5,27.81,Debit Card,31/05/2022,Istinye Park
I102702,C195699,Female,60,Books,2,35.65,Cash,13/03/2022,Cevahir AVM
I102703,C174552,Female,39,Books,4,87.26,Cash,22/05/2022,Kanyon
I102704,C102338,Female,30,Shoes,4,2123.55,Cash,01/06/2021,Metrocity
I102705,C102305,Female,62,Technology,5,4929.37,Cash,24/02/2023,Watergarden Istanbul
I102706,C141165,Female,30,Technology,4,733.55,Cash,23/06/2022,Cevahir AVM
I102707,C116241,Female,41,Toys,4,115.99,Cash,17/09/2021,Cevahir AVM
I102708,C131859,Male,58,Technology,4,4563.44,Credit Card,09/06/2021,Cevahir AVM
I102709,C130441,Female,46,Technology,3,5759.53,Credit Card,24/11/2021,Emaar Square Mall
I102710,C155435,Male,24,Souvenir,1,22.58,Cash,03/12/2021,Zorlu Center
I102711,C154486,Male,20,Cosmetics,1,347.21,Credit Card,21/11/2021,Metrocity
I102712,C105690,Male,66,Food & Beverage,5,178.72,Credit Card,28/12/2021,Zorlu Center
I102713,C168581,Female,42,Books,1,62.18,Cash,10/04/2021,Metropol AVM
I102714,C133432,Female,64,Books,2,67.29,Debit Card,16/10/2021,Istinye Park
I102715,C136236,Female,47,Toys,3,412.68,Credit Card,20/01/2023,Metrocity
I102716,C169010,Male,29,Technology,5,1677.85,Credit Card,16/05/2022,Metrocity
I102717,C163819,Female,67,Shoes,1,3163.54,Debit Card,24/06/2022,Emaar Square Mall
I102718,C113175,Female,20,Shoes,4,676.84,Debit Card,16/11/2022,Mall of Istanbul
I102719,C192602,Female,63,Clothing,5,661.59,Credit Card,30/01/2022,Forum Istanbul
I102720,C100802,Male,21,Toys,5,70.22,Credit Card,02/07/2022,Emaar Square Mall
I102721,C128032,Male,61,Souvenir,5,219.49,Debit Card,03/02/2022,Cevahir AVM
I102722,C189769,Male,31,Souvenir,3,237.92,Debit Card,14/10/2022,Metropol AVM
I102723,C173964,Male,26,Toys,2,529.27,Cash,29/11/2021,Forum Istanbul
I102724,C163609,Male,38,Clothing,1,1303.93,Credit Card,15/03/2021,Cevahir AVM
I102725,C173620,Female,32,Toys,2,221.5,Debit Card,30/03/2021,Mall of Istanbul
I102726,C150293,Male,45,Technology,1,3941.53,Credit Card,29/10/2021,Zorlu Center
I102727,C104797,Female,66,Cosmetics,1,743.85,Cash,07/06/2021,Watergarden Istanbul
I102728,C160757,Male,25,Clothing,2,591.07,Cash,28/07/2022,Kanyon
I102729,C185181,Female,56,Clothing,3,163.65,Credit Card,27/02/2022,Forum Istanbul
I102730,C158842,Female,29,Books,4,154.56,Cash,16/01/2023,Mall of Istanbul
I102731,C178923,Female,31,Shoes,1,777.44,Credit Card,09/01/2023,Forum Istanbul
I102732,C183564,Female,50,Technology,1,3105.91,Credit Card,28/11/2021,Zorlu Center
I102733,C180531,Female,20,Food & Beverage,1,185.12,Credit Card,02/03/2021,Mall of Istanbul
I102734,C187750,Male,36,Food & Beverage,1,148.55,Credit Card,20/03/2021,Watergarden Istanbul
I102735,C133761,Female,57,Cosmetics,5,675.1,Debit Card,03/04/2022,Kanyon
I102736,C133464,Male,64,Souvenir,2,190.5,Cash,23/10/2022,Forum Istanbul
I102737,C106313,Female,51,Books,4,222.11,Debit Card,03/04/2022,Metropol AVM
I102738,C106074,Female,46,Books,5,98.36,Debit Card,13/10/2022,Istinye Park
I102739,C128598,Male,39,Clothing,5,129.73,Cash,13/02/2021,Metrocity
I102740,C161009,Female,58,Clothing,2,1330.36,Debit Card,20/12/2022,Zorlu Center
I102741,C183961,Female,23,Toys,3,456.08,Debit Card,26/02/2021,Kanyon
I102742,C183663,Female,65,Shoes,2,454.71,Credit Card,27/06/2022,Forum Istanbul
I102743,C127711,Male,68,Cosmetics,5,388.59,Credit Card,10/12/2022,Kanyon
I102744,C128528,Male,23,Cosmetics,5,394.54,Debit Card,29/01/2022,Metrocity
I102745,C170751,Male,27,Cosmetics,1,249.36,Cash,30/07/2022,Istinye Park
I102746,C132531,Female,61,Books,2,76.85,Debit Card,04/10/2021,Forum Istanbul
I102747,C150731,Female,49,Clothing,2,491.58,Cash,09/08/2022,Mall of Istanbul
I102748,C135900,Male,69,Technology,3,4795.64,Credit Card,18/06/2021,Metropol AVM
I102749,C109600,Male,36,Books,4,179.89,Debit Card,20/02/2021,Emaar Square Mall
I102750,C114905,Female,66,Cosmetics,3,304.23,Debit Card,07/02/2023,Mall of Istanbul
I102751,C157985,Male,21,Cosmetics,2,413.96,Debit Card,19/01/2022,Mall of Istanbul
I102752,C163150,Male,42,Cosmetics,4,531.41,Credit Card,22/04/2021,Watergarden Istanbul
I102753,C160765,Male,44,Clothing,3,710.27,Debit Card,25/05/2022,Watergarden Istanbul
I102754,C119793,Male,45,Toys,4,585.62,Debit Card,29/09/2022,Forum Istanbul
I102755,C107634,Female,18,Clothing,2,254.53,Debit Card,15/08/2021,Mall of Istanbul
I102756,C105265,Male,50,Clothing,1,1311.02,Debit Card,04/11/2022,Metropol AVM
I102757,C182813,Male,35,Technology,1,5626.82,Credit Card,18/02/2023,Forum Istanbul
I102758,C166960,Female,56,Cosmetics,1,428.46,Debit Card,15/01/2021,Cevahir AVM
I102759,C103444,Female,62,Books,5,207.56,Credit Card,25/02/2023,Cevahir AVM
I102760,C139583,Male,47,Clothing,4,451.38,Debit Card,26/09/2021,Metrocity
I102761,C159602,Male,24,Food & Beverage,4,111.38,Credit Card,02/08/2021,Emaar Square Mall
I102762,C173030,Female,22,Cosmetics,5,256.06,Cash,24/11/2021,Metrocity
I102763,C195549,Female,51,Toys,5,357.56,Debit Card,02/06/2022,Emaar Square Mall
I102764,C197755,Female,37,Food & Beverage,1,16.65,Debit Card,20/03/2021,Kanyon
I102765,C144681,Female,43,Cosmetics,2,639.02,Credit Card,07/02/2022,Watergarden Istanbul
I102766,C116941,Male,28,Food & Beverage,3,183.8,Cash,04/01/2022,Metropol AVM
I102767,C136587,Male,42,Souvenir,1,198.11,Credit Card,04/05/2021,Emaar Square Mall
I102768,C129606,Male,25,Shoes,4,2711.56,Debit Card,16/09/2021,Emaar Square Mall
I102769,C146914,Male,27,Toys,4,341.29,Credit Card,14/05/2021,Cevahir AVM
I102770,C164387,Female,61,Toys,5,115.25,Cash,15/03/2022,Metrocity
I102771,C149609,Male,44,Technology,1,3940.38,Cash,05/05/2021,Kanyon
I102772,C154754,Female,61,Shoes,2,568.36,Cash,03/08/2021,Metrocity
I102773,C115226,Male,28,Toys,3,253.04,Debit Card,01/04/2022,Metropol AVM
I102774,C182747,Male,58,Cosmetics,1,132.9,Cash,12/09/2022,Metropol AVM
I102775,C142206,Female,41,Food & Beverage,5,54.88,Cash,08/01/2021,Zorlu Center
I102776,C118118,Female,64,Cosmetics,4,608.49,Debit Card,10/05/2021,Kanyon
I102777,C163598,Female,64,Toys,5,423.33,Credit Card,03/04/2022,Watergarden Istanbul
I102778,C180298,Male,63,Toys,1,451.6,Credit Card,24/11/2021,Kanyon
I102779,C107679,Male,30,Souvenir,1,67.55,Credit Card,26/11/2022,Metrocity
I102780,C177476,Female,25,Toys,4,54.92,Cash,08/06/2022,Mall of Istanbul
I102781,C143503,Male,46,Clothing,1,1104.94,Cash,22/03/2021,Metrocity
I102782,C113131,Male,66,Technology,4,5202.82,Cash,13/11/2022,Zorlu Center
I102783,C113790,Male,26,Toys,1,431.95,Credit Card,29/08/2022,Istinye Park
I102784,C197359,Male,40,Souvenir,3,271.38,Cash,12/10/2021,Mall of Istanbul
I102785,C199009,Male,18,Clothing,5,523.69,Credit Card,31/10/2022,Metropol AVM
I102786,C162788,Female,26,Books,5,176.1,Credit Card,22/01/2021,Metrocity
I102787,C128607,Female,44,Clothing,2,1451.85,Debit Card,30/10/2022,Cevahir AVM
I102788,C112660,Male,23,Books,5,160.25,Cash,07/05/2022,Emaar Square Mall
I102789,C158287,Female,38,Souvenir,5,120.83,Debit Card,28/11/2022,Watergarden Istanbul
I102790,C173192,Female,24,Souvenir,2,103.36,Cash,23/03/2021,Cevahir AVM
I102791,C139509,Male,33,Clothing,1,902.4,Cash,19/09/2022,Istinye Park
I102792,C153161,Male,56,Souvenir,3,169.67,Cash,09/12/2021,Emaar Square Mall
I102793,C177225,Female,60,Food & Beverage,4,41.12,Cash,01/06/2022,Metrocity
I102794,C163298,Male,44,Food & Beverage,3,142.53,Credit Card,12/03/2022,Forum Istanbul
I102795,C117280,Male,23,Cosmetics,1,603.12,Credit Card,06/03/2023,Metrocity
I102796,C162555,Male,42,Clothing,4,1196.57,Cash,08/02/2021,Emaar Square Mall
I102797,C135969,Male,31,Cosmetics,5,637.89,Cash,09/09/2021,Forum Istanbul
I102798,C137213,Female,31,Shoes,5,840.96,Credit Card,29/06/2022,Watergarden Istanbul
I102799,C140791,Male,42,Cosmetics,4,177.37,Credit Card,03/07/2022,Mall of Istanbul
I102800,C102554,Female,35,Clothing,5,1314.33,Debit Card,08/12/2021,Cevahir AVM
I102801,C135225,Male,47,Cosmetics,2,181.75,Debit Card,10/10/2021,Metrocity
I102802,C134291,Female,26,Food & Beverage,4,58.14,Cash,24/10/2022,Metrocity
I102803,C140841,Female,55,Shoes,2,2715.07,Credit Card,04/08/2021,Kanyon
I102804,C186045,Male,33,Cosmetics,4,119.79,Debit Card,15/06/2021,Zorlu Center
I102805,C106082,Male,32,Souvenir,3,271.38,Cash,18/11/2021,Watergarden Istanbul
I102806,C110068,Female,64,Technology,4,1028.65,Credit Card,27/03/2022,Emaar Square Mall
I102807,C189605,Male,64,Technology,4,5384.93,Credit Card,05/03/2021,Kanyon
I102808,C177123,Male,27,Technology,4,2105.52,Credit Card,16/05/2022,Istinye Park
I102809,C115088,Male,43,Clothing,3,1334.21,Cash,13/06/2022,Emaar Square Mall
I102810,C121427,Female,22,Food & Beverage,5,10.97,Credit Card,27/01/2022,Forum Istanbul
I102811,C171673,Female,65,Books,5,129.24,Cash,07/03/2022,Cevahir AVM
I102812,C188138,Female,35,Souvenir,5,83.44,Debit Card,15/07/2021,Metrocity
I102813,C145589,Female,26,Technology,4,581.9,Credit Card,10/04/2022,Forum Istanbul
I102814,C107478,Male,27,Technology,3,4316.42,Cash,23/09/2021,Metropol AVM
I102815,C147336,Male,67,Food & Beverage,1,175.5,Cash,29/11/2022,Kanyon
I102816,C186608,Female,56,Clothing,1,839.9,Debit Card,15/06/2021,Istinye Park
I102817,C150123,Female,25,Shoes,3,303.18,Cash,24/02/2021,Kanyon
I102818,C171280,Female,50,Books,5,214.32,Credit Card,06/10/2021,Mall of Istanbul
I102819,C173606,Male,61,Books,4,160.26,Credit Card,19/07/2021,Zorlu Center
I102820,C190108,Male,40,Souvenir,1,130.33,Debit Card,26/12/2021,Mall of Istanbul
I102821,C133565,Male,42,Shoes,5,1634.68,Credit Card,03/06/2021,Metropol AVM
I102822,C199880,Female,55,Souvenir,5,36.1,Debit Card,27/01/2023,Mall of Istanbul
I102823,C169016,Female,65,Souvenir,3,174.5,Debit Card,01/03/2023,Metropol AVM
I102824,C107154,Female,42,Toys,2,214.17,Credit Card,31/08/2021,Mall of Istanbul
I102825,C104169,Male,40,Toys,5,169.66,Debit Card,06/07/2021,Metrocity
I102826,C144871,Female,31,Shoes,1,963.75,Cash,26/07/2021,Watergarden Istanbul
I102827,C184840,Male,69,Technology,5,664.1,Cash,10/01/2022,Mall of Istanbul
I102828,C128520,Female,68,Souvenir,4,100.35,Credit Card,23/05/2022,Forum Istanbul
I102829,C191112,Male,23,Souvenir,1,60.69,Debit Card,31/12/2022,Metropol AVM
I102830,C164222,Male,26,Books,1,218.95,Debit Card,01/09/2021,Kanyon
I102831,C131523,Male,54,Souvenir,5,53.03,Credit Card,25/10/2022,Emaar Square Mall
I102832,C160696,Male,46,Souvenir,2,142.21,Cash,02/03/2023,Forum Istanbul
I102833,C170997,Male,44,Clothing,3,643.76,Credit Card,29/12/2022,Cevahir AVM
I102834,C197110,Male,36,Books,1,84.61,Cash,30/11/2022,Zorlu Center
I102835,C163160,Male,21,Food & Beverage,4,86.13,Credit Card,18/08/2021,Istinye Park
I102836,C125728,Male,50,Shoes,4,838.11,Cash,15/06/2021,Forum Istanbul
I102837,C102545,Female,65,Souvenir,1,144.1,Debit Card,16/03/2021,Metrocity
I102838,C141337,Female,43,Shoes,5,2730.64,Credit Card,21/11/2022,Mall of Istanbul
I102839,C100974,Male,48,Technology,2,5253.42,Cash,04/02/2023,Mall of Istanbul
I102840,C155711,Female,50,Cosmetics,5,656.45,Cash,14/07/2021,Watergarden Istanbul
I102841,C105208,Female,44,Books,5,56.31,Credit Card,21/11/2022,Kanyon
I102842,C143894,Male,35,Books,5,205.81,Credit Card,22/01/2021,Forum Istanbul
I102843,C137741,Female,23,Shoes,5,3217.79,Cash,13/06/2022,Cevahir AVM
I102844,C189019,Female,31,Food & Beverage,5,160.19,Debit Card,23/10/2021,Metrocity
I102845,C105763,Female,63,Shoes,5,1008.04,Credit Card,23/08/2021,Forum Istanbul
I102846,C180698,Male,56,Food & Beverage,5,107.43,Credit Card,02/01/2022,Emaar Square Mall
I102847,C124931,Female,44,Cosmetics,1,595.95,Cash,22/03/2022,Emaar Square Mall
I102848,C175562,Female,42,Souvenir,5,220.9,Debit Card,25/11/2021,Metrocity
I102849,C141893,Female,21,Food & Beverage,2,31.71,Debit Card,17/09/2022,Cevahir AVM
I102850,C119884,Male,30,Toys,5,517.73,Credit Card,20/08/2022,Zorlu Center
I102851,C194443,Female,54,Clothing,5,770.19,Credit Card,10/06/2021,Emaar Square Mall
I102852,C159963,Female,24,Clothing,5,355.38,Debit Card,27/10/2021,Istinye Park
I102853,C196315,Female,45,Shoes,1,2025.75,Credit Card,12/11/2022,Kanyon
I102854,C168761,Male,24,Toys,1,554.12,Cash,26/03/2022,Zorlu Center
I102855,C145407,Female,26,Souvenir,3,200.69,Cash,14/02/2023,Forum Istanbul
I102856,C154945,Male,27,Cosmetics,3,152.7,Cash,15/09/2021,Kanyon
I102857,C149274,Female,42,Souvenir,5,65.07,Credit Card,28/08/2021,Watergarden Istanbul
I102858,C132231,Male,52,Clothing,1,1076.07,Credit Card,29/11/2021,Mall of Istanbul
I102859,C167446,Female,56,Cosmetics,2,757.63,Debit Card,24/02/2022,Zorlu Center
I102860,C100670,Female,44,Toys,4,437.67,Debit Card,21/01/2021,Watergarden Istanbul
I102861,C144677,Male,51,Technology,1,3677.56,Debit Card,11/11/2021,Emaar Square Mall
I102862,C187133,Male,40,Clothing,4,126.47,Debit Card,22/01/2023,Cevahir AVM
I102863,C183903,Female,61,Food & Beverage,3,105.66,Debit Card,07/08/2022,Watergarden Istanbul
I102864,C180296,Female,27,Shoes,4,1628.6,Debit Card,09/02/2021,Metropol AVM
I102865,C146735,Male,54,Toys,4,595.31,Cash,09/03/2021,Mall of Istanbul
I102866,C184970,Female,39,Technology,3,6430.55,Cash,23/10/2021,Forum Istanbul
I102867,C146367,Male,30,Shoes,4,906.49,Debit Card,13/01/2022,Mall of Istanbul
I102868,C150981,Male,44,Food & Beverage,5,151.06,Debit Card,01/10/2021,Kanyon
I102869,C197366,Male,39,Technology,2,5200.84,Credit Card,28/12/2021,Forum Istanbul
